id,legacy_id,question,options,answer,type,year,chapter,cluster_assignment,attributes,flags,stats,links,verification_status,metadata,created_at,updated_at
019d5409-bcb3-703b-b5ec-fc1da24343ab,13cbe125-839c-44e9-83b6-f7f9ea284e82,"{""text"": ""If the measurement errors in all the independent quantities are known, then it is possible to determine the error in any dependent quantity. This is done by the use of series expansion and truncating the expansion at the first power of the error. For example, consider the relation $z = x/y$. If the errors in $x, y$ and $z$ are $\\Delta x, \\Delta y$ and $\\Delta z$, respectively, then\n$$\nz \\pm \\Delta z = \\frac{x \\pm \\Delta x}{y \\pm \\Delta y} = \\frac{x}{y}\\left(1 \\pm \\frac{\\Delta x}{x}\\right)\\left(1 \\pm \\frac{\\Delta y}{y}\\right)^{-1}.\n$$\nThe series expansion for $\\left(1 \\pm \\frac{\\Delta y}{y}\\right)^{-1}$, to first power in $\\Delta y/y$, is $1 \\mp \\left(\\frac{\\Delta y}{y}\\right)$. The relative errors in independent variables are always added. So the error in $z$ will be\n$$\n\\Delta z = z\\left(\\frac{\\Delta x}{x} + \\frac{\\Delta y}{y}\\right).\n$$\nThe above derivation makes the assumption that $\\Delta x/x \\ll 1$, $\\Delta y/y \\ll 1$. Therefore, the higher powers of these quantities are neglected. \n\nIn an experiment the initial number of radioactive nuclei is $3000$. It is found that $1000 \\pm 40$ nuclei decayed in the first $1.0\\text{ s}$. For $|x| \\ll 1$, $\\ln(1 + x) = x$ up to first power in $x$. The error $\\Delta \\lambda$, in the determination of the decay constant $\\lambda$, in $\\text{s}^{-1}$, is:"", ""image_url"": """"}","{""A"": {""text"": ""$0.04$"", ""image_url"": """"}, ""B"": {""text"": ""$0.03$"", ""image_url"": """"}, ""C"": {""text"": ""$0.02$"", ""image_url"": """"}, ""D"": {""text"": ""$0.01$"", ""image_url"": """"}}",C,PYQ,2018,UNM,UNM-Error_Propagation,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}","[""78e73b01-f393-4c1e-b481-9b93f46aaad6""]",review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div5"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T05:02:41.052740+05:30
019d5409-bc7d-7671-ad1f-5d4737094fb2,88afea88-06f7-456a-acf0-bf704abe4226,"{""text"": ""There are five students $S_1, S_2, S_3, S_4$ and $S_5$ in a music class and for them there are five seats $R_1, R_2, R_3, R_4$ and $R_5$ arranged in a row, where initially the seat $R_i$ is allotted to the student $S_i, i = 1, 2, 3, 4, 5$. But, on the examination day, the five students are randomly allotted the five seats. The probability that, on the examination day, the student $S_1$ gets the previously allotted seat $R_1$, and NONE of the remaining students gets the seat previously allotted to him/her is:"", ""image_url"": """"}","{""A"": {""text"": ""$\\frac{3}{40}$"", ""image_url"": """"}, ""B"": {""text"": ""$\\frac{1}{8}$"", ""image_url"": """"}, ""C"": {""text"": ""$\\frac{7}{40}$"", ""image_url"": """"}, ""D"": {""text"": ""$\\frac{1}{5}$"", ""image_url"": """"}}",A,PYQ,2018,PRB,PRB-Conditional_Probability,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}","[""c673ca53-8b6e-428f-be3a-0d14b53e1f17""]",review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div5"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T05:03:04.847309+05:30
019d5409-ba44-7cac-9dc8-8fe843c5fc2c,debdcf87-fcb0-44c7-9ce6-b3ee40a09585,"{""text"": ""Let $S$ be the circle in the $XY$-plane defined by the equation $x^2 + y^2 = 4$. Let $E_1E_2$ and $F_1F_2$ be the chords of $S$ passing through the point $P_0(1, 1)$ and parallel to the $x$-axis and the $y$-axis, respectively. Let $G_1G_2$ be the chord of $S$ passing through $P_0$ and having slope $-1$. Let the tangents to $S$ at $E_1$ and $E_2$ meet at $E_3$, the tangents to $S$ at $F_1$ and $F_2$ meet at $F_3$, and the tangents to $S$ at $G_1$ and $G_2$ meet at $G_3$. Then, the points $E_3$, $F_3$ and $G_3$ lie on the curve:"", ""image_url"": """"}","{""A"": {""text"": ""$x + y = 4$"", ""image_url"": """"}, ""B"": {""text"": ""$(x - 4)^2 + (y - 4)^2 = 16$"", ""image_url"": """"}, ""C"": {""text"": ""$(x - 4)(y - 4) = 4$"", ""image_url"": """"}, ""D"": {""text"": ""$xy = 4$"", ""image_url"": """"}}",A,PYQ,2018,CIR1,CIR1-Circle_Geometry_2,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_1""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}","[""defa7e1b-7c18-484d-a91d-cb51ab293f8b""]",pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div5"", ""legacy_question"": """", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1kx16fezt/3c378877-e2ce-4e5c-8967-1207d372d363/e3f73990-5a26-11ec-b374-b7a436fb4b4d/file-1kx16fezu.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:16.921550+05:30,2026-04-20T05:03:24.996812+05:30
019d5409-ba3c-757c-a96b-27fb61ed4521,9ecc2a7d-87da-4712-b761-440172812076,"{""text"": ""Let $f : (0, \\pi) \\to \\mathbb{R}$ be a twice differentiable function such that $\\lim_{t \\to x} \\frac{f(x)\\sin t - f(t)\\sin x}{t - x} = \\sin^2 x$ for all $x \\in (0, \\pi)$. If $f\\left( \\frac{\\pi}{6} \\right) = - \\frac{\\pi}{12}$, then which of the following statement(s) is (are) TRUE?"", ""image_url"": """"}","{""A"": {""text"": ""$f\\left( \\frac{\\pi}{4} \\right) = \\frac{\\pi}{4\\sqrt{2}}$"", ""image_url"": """"}, ""B"": {""text"": ""$f(x) < \\frac{x^4}{6} - x^2$ for all $x \\in (0, \\pi)$"", ""image_url"": """"}, ""C"": {""text"": ""There exists $\\alpha \\in (0, \\pi)$ such that $f'(\\alpha) = 0$"", ""image_url"": """"}, ""D"": {""text"": ""$f''\\left( \\frac{\\pi}{2} \\right) + f\\left( \\frac{\\pi}{2} \\right) = 0$"", ""image_url"": """"}}","B, C, D",PYQ,2018,CAD,CAD-Continuity,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": """", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1kywx179e/5687d630-8815-4f82-b487-d5767334ac65/72a94e20-7f67-11ec-9815-873c9cb43334/file-1kywx179f.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:16.921550+05:30,2026-04-20T01:27:20.645926+05:30
019d5409-ba4c-7477-9ef2-9208e023c0b6,42ec0ab2-c7db-450d-9cdd-6d1448dc687a,"{""text"": ""The correct option(s) regarding the complex $[Co(en)(NH_3)_3(H_2O)]^{3+}$ ($en = H_2NCH_2CH_2NH_2$) is (are):"", ""image_url"": """"}","{""A"": {""text"": ""It has two geometrical isomers"", ""image_url"": """"}, ""B"": {""text"": ""It will have three geometrical isomers if bidentate 'en' is replaced by two cyanide ligands"", ""image_url"": """"}, ""C"": {""text"": ""It is paramagnetic"", ""image_url"": """"}, ""D"": {""text"": ""It absorbs light at longer wavelength as compared to $[Co(en)(NH_3)_4]^{3+}$"", ""image_url"": """"}}","A, B, D",PYQ,2018,COC,COC-Coordination_Chemistry,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": """", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1kywp3axv/f70ef7a4-c0a1-40a3-b43a-d713b8eeffb7/6416c730-7f48-11ec-9a1e-9f87431102fd/file-1kywp3axw.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:16.921550+05:30,2026-04-20T02:03:04.023063+05:30
019d5409-ba50-7ddb-8d3b-1eb4b247b771,2321ba02-7693-4d51-981e-e28efd8e9659,"{""text"": ""The correct option(s) to distinguish nitrate salts of $\\text{Mn}^{2+}$ and $\\text{Cu}^{2+}$ taken separately is (are):"", ""image_url"": """"}","{""A"": {""text"": ""$\\text{Mn}^{2+}$ shows the characteristic green colour in the flame test"", ""image_url"": """"}, ""B"": {""text"": ""Only $\\text{Cu}^{2+}$ shows the formation of precipitate by passing $\\text{H}_2\\text{S}$ in acidic medium"", ""image_url"": """"}, ""C"": {""text"": ""Only $\\text{Mn}^{2+}$ shows the formation of precipitate by passing $\\text{H}_2\\text{S}$ in faintly basic medium"", ""image_url"": """"}, ""D"": {""text"": ""$\\text{Cu}^{2+}/\\text{Cu}$ has higher reduction potential than $\\text{Mn}^{2+}/\\text{Mn}$ (measured under similar conditions)"", ""image_url"": """"}}","B, D",PYQ,2018,DBF,DBF-Inorganic_Chemistry_2,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:16.921550+05:30,2026-04-20T02:03:02.252132+05:30
019d5409-ba51-7ec0-9c00-d225152a15e4,9c3c9a69-bca1-43ff-8ef1-183f829501fe,"{""text"": ""Let $ f : \\mathbb{R} \\to \\mathbb{R} $ be a differentiable function with $ f(0) = 0 $. If $ y = f(x) $ satisfies the differential equation $\\frac{dy}{dx} = (2 + 5y)(5y - 2)$, then the value of $\\lim_{x \\to -\\infty} f(x)$ is ..........."", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",0.4,PYQ,2018,DFE,DFE-Ordinary_Differential_4,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:16.921550+05:30,2026-04-20T01:28:15.314964+05:30
019d5409-bc54-747c-9d23-181ba4789ca3,70b52fa6-b7cc-4237-868c-b490921189fc,"{""text"": ""A particle, of mass $10^{-3}$ kg and charge $1.0$ C, is initially at rest. At time $t = 0$, the particle comes under the influence of an electric field $\\vec{E}(t) = E_0 \\sin(\\omega t) \\hat{i}$, where $E_0 = 1.0$ N/C and $\\omega = 10^3$ rad/s. Consider the effect of only the electrical force on the particle. Then the maximum speed, in m/s, attained by the particle at subsequent times is ________."", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",2,PYQ,2018,ECF,ECF-Electromagnetic_Fields,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1l11tz8el/c51d55d2-3cdc-47da-be26-f4aad51e5ec1/da8b86e0-a9b3-11ec-ad87-91de349ac429/file-1l11tz8em.png?format=png"", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T01:37:56.641873+05:30
019d5409-bc6b-763f-82e8-403c2bb78e50,bf7f2b07-976a-4f9f-99f0-7cc608f7fbc3,"{""text"": ""A solid horizontal surface is covered with a thin layer of oil. A rectangular block of mass $m = 0.4$ kg is at rest on this surface. An impulse of $1.0$ Ns is applied to the block at time $t = 0$ so that it starts moving along the x-axis with a velocity $v(t) = v_0 e^{-t/\\tau}$, where $v_0$ is a constant and $\\tau = 4$ s. The displacement of the block, in meters, at $t = \\tau$ is ________. Take $e^{-1} = 0.37$."", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",6.30,PYQ,2018,LOM,LOM-Friction_and_Motion,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": ""https://app-content.cdn.examgoal.net/fly/@width/image/jaoe38c1mgt4nt41/fed7186f-72a2-4f6a-8233-6f2b999c57de/d31c4730-aa65-11f0-82b2-bbffada9b493/file-jaoe38c1mgt4nt43.png?format=png"", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1kzwlzd8t/cecaff82-c616-40bb-8411-fdd368ba8a06/729ff5f0-9308-11ec-b99e-fbe4f8eda4e7/file-1kzwlzd8v.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T01:37:56.906773+05:30
019d5409-bc6c-72ba-88a9-f56b73a8a6fe,4e5b756e-5571-4b70-9ce9-a613e30bf3f4,"{""text"": ""A moving coil galvanometer has 50 turns and each turn has an area $2 \\times 10^{-4}$ m$^2$. The magnetic field produced by the magnet inside the galvanometer is $0.02$ T. The torsional constant of the suspension wire is $10^{-4}$ N m rad$^{-1}$. When a current flows through the galvanometer, a full scale deflection occurs if the coil rotates by $0.2$ rad. The resistance of the coil of the galvanometer is $50$ $\\Omega$. This galvanometer is to be converted into an ammeter capable of measuring current in the range $0 - 1.0$ A. For this purpose, a shunt resistance is to be added in parallel to the galvanometer. The value of this shunt resistance, in ohms, is ________."", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",5.56,PYQ,2018,MCM,MCM-Instrumentation,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": """", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1kzwm30ij/7d658d16-43f5-4834-a1f3-441f330b5efe/d806d2b0-9308-11ec-b99e-fbe4f8eda4e7/file-1kzwm30ik.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T01:37:57.481207+05:30
019d5409-bc6f-779f-a3ec-058bb870d01d,e865af73-8982-4c1b-8031-59c64645c2cf,"{""text"": ""Let $S$ be the set of all column matrices $\\begin{bmatrix} b_1 \\\\ b_2 \\\\ b_3 \\end{bmatrix}$ such that $b_1, b_2, b_3 \\in \\mathbb{R}$ and the system of equations (in real variables)\n$$\\begin{aligned} -x + 2y + 5z &= b_1 \\\\ 2x - 4y + 3z &= b_2 \\\\ x - 2y + 2z &= b_3 \\end{aligned}$$\nhas at least one solution. Then, which of the following system(s) (in real variables) has (have) at least one solution for each $\\begin{bmatrix} b_1 \\\\ b_2 \\\\ b_3 \\end{bmatrix} \\in S$?"", ""image_url"": """"}","{""A"": {""text"": ""$x + 2y + 3z = b_1, \\, 4y + 5z = b_2$ and $x + 2y + 6z = b_3$"", ""image_url"": """"}, ""B"": {""text"": ""$x + y + 3z = b_1, \\, 5x + 2y + 6z = b_2$ and $-2x - y - 3z = b_3$"", ""image_url"": """"}, ""C"": {""text"": ""$-x + 2y - 5z = b_1, \\, 2x - 4y + 10z = b_2$ and $x - 2y + 5z = b_3$"", ""image_url"": """"}, ""D"": {""text"": ""$x + 2y + 5z = b_1, \\, 2x + 3z = b_2$ and $x + 4y - 5z = b_3$"", ""image_url"": """"}}","A, D",PYQ,2018,MTX,MTX-Linear_Algebra_2,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T01:27:21.321459+05:30
019d5409-bc70-732c-a73e-92797cfb5246,f6d5df69-7b1d-4226-928b-2acaeaec91c6,"{""text"": ""Let $P$ be a matrix of order $3 \\times 3$ such that all the entries in $P$ are from the set $\\{-1, 0, 1\\}$. Then, the maximum possible value of the determinant of $P$ is:"", ""image_url"": """"}","{""A"": {""text"": ""2"", ""image_url"": """"}, ""B"": {""text"": ""4"", ""image_url"": """"}, ""C"": {""text"": ""6"", ""image_url"": """"}, ""D"": {""text"": ""8"", ""image_url"": """"}}",B,PYQ,2018,MTX,MTX-Linear_Algebra_2,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T02:01:18.120581+05:30
019d5409-bc79-77e6-aa79-9889b5aeceaa,87192f76-ffca-4871-9d3b-b824ecbc5e5a,"{""text"": ""The total number of compounds having at least one bridging oxo group among the molecules given below is ______.\n$N_2O_3, N_2O_5, P_4O_6, P_4O_7, H_4P_2O_5, H_5P_3O_{10}, H_2S_2O_3, H_2S_2O_5$"", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",6,PYQ,2018,PBE,PBE-Inorganic_Chemistry_3,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": """", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1kz5qxcg2/6cadf172-fa85-47f5-b32e-576ecce28a1b/9e800220-8442-11ec-8bab-b14f78dd1244/file-1kz5qxcg3.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T02:03:41.637655+05:30
019d5409-bc89-740d-95dc-c7ae7ee4f213,4d4b2fac-21ae-4788-a3c2-9c0d17be7b35,"{""text"": ""Let $X$ be a set with exactly 5 elements and $Y$ be a set with exactly 7 elements. If $\\alpha$ is the number of one-one functions from $X$ to $Y$ and $\\beta$ is the number of onto functions from $Y$ to $X$, then the value of $\\frac{1}{5!}(\\beta - \\alpha)$ is _______."", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",119,PYQ,2018,RAF,RAF-Combinatorics,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": """", ""legacy_solution"": ""https://app-content.cdn.examgoal.net/fly/@width/image/1kx12yufz/e73a4071-db37-4777-aa93-746f250f3bb0/5bc1c2f0-5a19-11ec-9197-413c7acc42fc/file-1kx12yug0.png?format=png"", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T02:00:43.031877+05:30
019d5409-ba39-71b5-ad0d-ea3c53da510c,a8be5246-0013-4c0f-a478-f105d4c3f069,"{""text"": ""Consider a hydrogen-like ionized atom with atomic number $Z$ with a single electron. In the emission spectrum of this atom, the photon emitted in the $n = 2$ to $n = 1$ transition has energy $74.8$ eV higher than the photon emitted in the $n = 3$ to $n = 2$ transition. The ionization energy of the hydrogen atom is $13.6$ eV. The value of $Z$ is ________."", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",3,PYQ,2018,NUC,ATM-Atomic_Physics,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,pending,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:16.921550+05:30,2026-04-20T01:37:59.040961+05:30
019d5409-ba39-76a7-8c23-1173b5e7c74d,c4cd5117-a50e-40b0-97c5-d0201853c407,"{""text"": ""In a radioactive decay chain, ${}_{90}^{232}\\text{Th}$ nucleus decays to ${}_{82}^{212}\\text{Pb}$ nucleus. Let $N_{\\alpha}$ and $N_{\\beta}$ be the number of $\\alpha$ and $\\beta^{-}$ particles, respectively, emitted in this decay process. Which of the following statements is (are) true?"", ""image_url"": """"}","{""A"": {""text"": ""$N_{\\alpha} = 5$"", ""image_url"": """"}, ""B"": {""text"": ""$N_{\\alpha} = 6$"", ""image_url"": """"}, ""C"": {""text"": ""$N_{\\beta} = 2$"", ""image_url"": """"}, ""D"": {""text"": ""$N_{\\beta} = 4$"", ""image_url"": """"}}","A, C",PYQ,2018,NUC,ATM-Nuclear_Processes,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div8"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:16.921550+05:30,2026-04-20T02:03:51.339838+05:30
019d5409-bcaa-7996-a0bf-7476369fa26f,bf8b11e3-fdbe-43c5-83f3-04e1ef7e1f0c,"{""text"": ""Let $P$ be a point in the first octant, whose image $Q$ in the plane $x + y = 3$ (that is, the line segment $PQ$ is perpendicular to the plane $x + y = 3$ and the mid-point of $PQ$ lies in the plane $x + y = 3$) lies on the $Z$-axis. Let the distance of $P$ from the $X$-axis be 5. If $R$ is the image of $P$ in the $XY$-plane, then the length of $PR$ is _________."", ""image_url"": """"}","{""A"": {""text"": """", ""image_url"": """"}, ""B"": {""text"": """", ""image_url"": """"}, ""C"": {""text"": """", ""image_url"": """"}, ""D"": {""text"": """", ""image_url"": """"}}",8,PYQ,2018,TDG,TDG-Reflection,"{""difficulty"": """", ""extra_param"": """", ""additional_param"": ""2018_2""}","{""calc"": false, ""scary"": false, ""multi_concept"": false}","{""freq"": 0}",,review,"{""legacy_a"": """", ""legacy_b"": """", ""legacy_c"": """", ""legacy_d"": """", ""extra_info"": """", ""topic_tags"": null, ""parent_exam"": null, ""legacy_table"": ""jee_questions"", ""question_type"": ""div3"", ""legacy_question"": """", ""legacy_solution"": """", ""importance_level"": ""core"", ""related_concepts"": null, ""jee_mains_relevance"": null, ""verification_level_2"": ""pending""}",2026-04-03T21:20:17.646035+05:30,2026-04-20T02:00:40.398105+05:30
